"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9663","Browser context","chromium","2026-05-26","passed","2026-05-26","","browsercontext.spec.ts","",""
